;time_in_ms;TransGroundSpeed;LonGroundSpeed;RPMOrder;AzimuthOrder;CourseTrue;x;y
1842883;1540292028409;0.49;6.71;55.406166000000006;1.606781;343.61;-45.09681173322166;139.30297198900004
1842884;1540292029409;0.44;6.75;55.406166000000006;1.022267;342.82;-45.6949816695344;141.29892367024922
1842885;1540292030409;0.36;6.7;55.406166000000006;0.7085020000000001;342.3;-46.321659705053236;143.2759721879597
1842886;1540292031409;0.4;6.76;55.16526800000001;0.111336;342.35;-46.961341434853246;145.258580460907
1842887;1540292032409;0.47;6.65;55.406166000000006;0.113866;342.92;-47.576016059993;147.22450946893392
1842888;1540292033409;0.48;6.67;55.406166000000006;0.113866;342.83;-48.19219111178552;149.19711018387707
1842889;1540292034409;0.33;6.72;55.406166000000006;0.113866;341.71;-48.820369573512885;151.1563674889382
1842890;1540292035409;0.35;6.64;55.406166000000006;0.111336;341.99;-49.48305783928052;153.1134008922206
1842891;1540292036409;0.48;6.69;55.16526800000001;0.116397;343.05;-50.091230617457356;155.07932990182766
1842892;1540292037409;0.37;6.7;55.406166000000006;0.116397;342.1;-50.70890609536957;157.0530425668701
1842893;1540292038409;0.37;6.72;55.406166000000006;0.116397;342.18;-51.3535892460128;159.0211954782559
1842894;1540292039409;0.36;6.65;55.406166000000006;0.121457;342.2;-51.98026728144279;160.9837886375652
